IKN;Yuklenici Firma;Ihale Adi;Parti No;Parti Son Teslim Tarihi;Parti Tutari;Ambar teslimi gerceklesti;Testler basladi;Test sonuclari geldi;Muayene - Kabul  Evragi imzada;Kabul Yapildi;Fatura Kesildi;Odeme Emri Hazirlandi;Aciklama;SonGuncelleme;Parti Miktari;Sozlesme Tarihi;Malzeme Detayi;Heyet Baskanina Haber Verildi;Testler Basladi Detay;Test Sonuclari Geldi Detay;Ihale Turu;Ihale Usulu;Yak. Maliyet;Ihale Tarihi;Ise Baslama Tarihi;Isin Suresi;Cari No;Proje No;Kart No
2022/1106852;FMB Hırdavat Makina Elektrik İnşaat Yedek Parça Taah. Tic. ve San. Ltd. Şti.;100.000 metre Ø 40 mm PE100 Boru Temini İşi ;;2023-1-26;1593000.0;;;;;1.0;;1.0;;Toplu Düzenleme: Halil (12.05.2026 11:58);100000;2022-12-28 00:00:00;100000;0.0;;;Mal Alımı;Açık İhale;2414966.7;2022-11-16 00:00:00;2022-12-28 00:00:00;30 Gün;16939;32553;9679
2022/1201254;Öztuğ Metal Sanayi ve Dış Ticaret Limited Şirketi;Çift Küreselli Vana Priz Kolye Seti Temini İşi (1.Kısım);;2023-6-19;2996000.0;;;;;1.0;;1.0;;Toplu Düzenleme: Halil (14.05.2026 16:17);5500;2023-02-20 00:00:00;"DN150xØ32: 4.000
DN150xØ40mm: 1.500";0.0;;;Mal Alımı;Açık İhale;6666666,67;2022-12-20 00:00:00;2023-02-20 00:00:00;120 Gün;17130;32737;9870
2022/1201254;Tolga Deniz Güngör;Çift Küreselli Vana Priz Kolye Seti Temini İşi (2.Kısım);;2023-6-20;1053000.0;;;;;1.0;;1.0;;;5500;2023-02-21 00:00:00;"DN150xØ32: 4.000
DN150xØ40mm: 1.500";0.0;;;Mal Alımı;Açık İhale;3065000;2022-12-20 00:00:00;2023-02-21 00:00:00;120 Gün;;;
2022/1225445;Baylan Ölçü Aletleri Sanayi ve Ticaret Anonim Şirketi;DN20mm Hız Esaslı R100 Soğuk Su Sayacı Temini İşi;;2023-10-4;71600000.0;;;;;1.0;;1.0;;Toplu Düzenleme: Halil (12.05.2026 11:40);200000;2023-02-07 00:00:00;200000;0.0;;;Mal Alımı;Açık İhale;89000000;2022-12-28 00:00:00;2023-02-07 00:00:00;240 Gün;;;
2022/249;Baylan Ölçü Aletleri Sanayi ve Ticaret Anonim Şirketi;İdare Ambarındaki Kullanılmış DN 20 mm Soğuk Su Sayaçlarının Teknik Şartnameye Uygun Yeni Hız Esaslı DN 25 mm Soğuk Su Sayaçları ile Değişimi;;2023-2-17;2271000.0;;;;;1.0;;1.0;;Toplu Düzenleme: Halil (12.05.2026 11:40);3960;2023-01-09 00:00:00;"3.960 Ad. Sayaç 
(30.000 kg. kullanılmış sayaç karşılığı)";0.0;;;Mal Alımı;Trampa;2271000;2022-12-12 00:00:00;2023-01-09 00:00:00;40 Gün;Trampa;Trampa;Trampa
2022/270;Baylan Ölçü Aletleri Sanayi ve Ticaret Anonim Şirketi;İdare Ambarındaki Kullanılmış Su Sayaçlarının Şartnameye Uygun DN 20 mm Yeni Eğik Kadranlı ve Hız Esaslı R100 Soğuk Su Sayacı ile Değişimi İşi;;2023-8-11;52990000.0;;;;;1.0;;1.0;;Toplu Düzenleme: Halil (12.05.2026 11:40);135500;2023-01-26 00:00:00;"135.500 Ad. Eğik Kadranlı Sayaç 
(700.000 kg. kullanılmış sayaç karşılığı)";0.0;;;Mal Alımı;Trampa;52990000;2022-12-29 00:00:00;2023-01-26 00:00:00;198 Gün;Trampa;Trampa;Trampa
2022/677760;Elba Basınçlı Döküm San. A.Ş.;Lamel Grafitli Dökme Demir Priz Buşakle ve Lamel Grafitli Dökme Demir Vana Buşakle Temini İşi;;2023-5-13;20083000.0;;;;;1.0;;1.0;;Toplu Düzenleme: Halil (14.05.2026 16:16);67000;2022-11-15 00:00:00;"Priz Buşakle : 50.000 ad.
Vana Buşakle : 17.000  ad.";0.0;;;Mal Alımı;Açık İhale;44886666,65;2022-08-23 00:00:00;2022-11-15 00:00:00;180 Gün;16778;32399;9518
2022/812759;Elba Basınçlı Döküm San. A.Ş.;Özel Kilit Sistemli Küresel Grafitli Dökme Demir Parsel Bacası Kapama Takımı ve Özel Kilit Sistemli Küresel Grafitli Dökme Demir Muayene Bacası Kapama Takımı Temini İşi (2. Kısım) ;;2024-1-12;87500000.0;;;;;1.0;;1.0;;Toplu Düzenleme: Halil (14.05.2026 16:16);25000;2022-12-19 00:00:00;25000;0.0;;;Mal Alımı;Açık İhale;127291666,68;2022-11-02 00:00:00;2022-12-19 00:00:00;390 Gün;16951;32562;9691
2022/812759;Uğur Payza Döküm Metal İnşaat Sanayi ve Ticaret Anonim Şirketi;Özel Kilit Sistemli Küresel Grafitli Dökme Demir Parsel Bacası Kapama Takımı ve Özel Kilit Sistemli Küresel Grafitli Dökme Demir Muayene Bacası Kapama Takımı Temini İşi (1. Kısım) ;;2024-1-9;111300000.0;;;;;1.0;;1.0;;Toplu Düzenleme: Halil (12.05.2026 11:43);30000;2022-12-16 00:00:00;30000;0.0;;;Mal Alımı;Açık İhale;162150000;2022-11-02 00:00:00;2022-12-16 00:00:00;390 Gün;16948;32560;9688
2022/819060;Hamidiye Kaynak Suları San.Turizm Ve Tic.A.Ş.;2022 Yılı İstanbul İli Sınırları İçerisinde 730 Gün Süre İle Tankerle İçmesuyu Taşıma ve Dağıtımı İşi;;2024-12-26;27863440.0;;;;;1.0;;1.0;;;-;2022-12-14 00:00:00;-;0.0;;;Hizmet Alımı;Açık İhale;28148166;2022-09-22 00:00:00;2022-12-28 00:00:00;730 Gün;16957;32568;9697
2023/1057209;Erkon Döküm İnşaat Turizm Ticaret ve Sanayi Anonim Şirketi;Özel Kilit Sistemli Küresel Grafitli Dökme Demir Parsel Bacası Kapama Takımı Temini İşi;;2024-12-14;105150000.0;;;;;1.0;;1.0;;Toplu Düzenleme: Halil (14.05.2026 16:15);30000;2023-12-21 00:00:00;30.000 ad.;0.0;;;Mal Alımı;Açık İhale;250749999,99;2023-11-07 00:00:00;2023-12-21 00:00:00;360 Gün;17749;33334;10489
2023/12;Baylan Ölçü Aletleri Sanayi ve Ticaret Anonim Şirketi;İdare Ambarındaki Kullanılmış DN20mm Soğuk Su Sayaçlarının, Teknik Şartnameye Uygun Yeni Türbinli Hız Ölçüm Esaslı Woltman Tipi (FLANŞLI) Soğuk Su Sayaçları İle Değişimi;;2023-10-8;5589348.0;;;;;1.0;;1.0;"2023/12
(20230066202)";Toplu Düzenleme: Halil (12.05.2026 11:54);1160;2023-03-07 00:00:00;"DN 50: 500 Ad.
DN 80: 50 Ad.
DN 100: 550 Ad.
DN 150: 50 Ad.
DN 200: 10 Ad.";0.0;;;Mal Alımı;Trampa;5152404.2;2023-02-07 00:00:00;2023-03-07 00:00:00;216 Gün;Trampa;Trampa;Trampa
2023/1206067;Öztuğ Metal Sanayi ve Dış Ticaret Limited Şirketi;CW617N Pirinç Malzemeden Mamul Manşon Tip Bağlantı Parçası ve Polietilen Boru Bağlantı Parçası Temini İşi;;2024-7-1;171020000.0;;;;;1.0;;1.0;;;240000;2024-01-19 00:00:00;"Bağlantı Parçası 3/4"" | 200.000 ad.
Manşon Tip Bağ.Par. 1.1/4"" | 40.000 ad.";0.0;;;Mal Alımı;Açık İhale;184360000;2023-12-06 00:00:00;2024-01-19 00:00:00;165 Gün;;;
2023/148411;Tarfer Makina Sanayi ve Ticaret Limited Şirketi;Özel Kilit Sistemli Yer Üstü Yangın Hidrantı Temini (2000 adet orta boy (1750mm)) İşi ;;2023-10-13;26120000.0;;;;;1.0;;1.0;;Toplu Düzenleme: Halil (14.05.2026 16:18);2000;2023-05-17 00:00:00;2000;0.0;;;Mal Alımı;Açık İhale;39433333,33;2023-03-27 00:00:00;2023-05-17 00:00:00;150 Gün;;;
2023/152897;AVE Döküm San. ve Tic. Ltd. Şti.;CW617N Pirinç Malzemeden Mamul Manşon Bağlantı Parçası, Polietilen Boru Bağlantı Parçası, Nipel Redüksiyon, Sayaç Rakoru, Valf (Vana) ve Körtapa Temini İşi (5. KISIM);;2023-11-13;5340000.0;;;;;1.0;;1.0;;Toplu Düzenleme: Halil (12.05.2026 11:40);12000;2023-05-18 00:00:00;"12.000 ad. - Valf 1.1/4""";0.0;;;Mal Alımı;Açık İhale;5364000;2023-03-30 00:00:00;2023-05-18 00:00:00;180 Gün;;;
2023/152897;Gül Pres Döküm Sanayi A.Ş.;CW617N Pirinç Malzemeden Mamul Manşon Bağlantı Parçası, Polietilen Boru Bağlantı Parçası, Nipel Redüksiyon, Sayaç Rakoru, Valf (Vana) ve Körtapa Temini İşi (4. KISIM);;2023-11-11;1000000.0;;;;;1.0;;1.0;;Toplu Düzenleme: Halil (14.05.2026 16:18);20000;2023-05-16 00:00:00;"Nipel Redüksiyon 1-3/4"" - 20.000 ad.";0.0;;;Mal Alımı;Açık İhale;1076666,66;2023-03-30 00:00:00;2023-05-16 00:00:00;180 Gün;;;
2023/219;Baylan Ölçü Aletleri Sanayi ve Ticaret Anonim Şirketi;İdare Ambarındaki Kullanılmış DN20mm Soğuk Su Sayaçlarının, Teknik Şartnamelere Uygun Yeni DN50mm (Rakorlu) Ve DN200mm Türbinli Hız Ölçüm Esaslı Woltman Tipi (Flanşlı) Soğuk Su Sayaçları İle Değişimi İşi;;2024-1-22;508873.4;;;;;1.0;;1.0;;Toplu Düzenleme: Halil (12.05.2026 11:40);120;2023-11-23 00:00:00;"DN50 Soğuk Su Sayacı Rakorlu 100 ad.
DN200 Soğuk Su Sayacı Falnşlı  20 ad.";0.0;;;Mal Alımı;Trampa;-;2023-11-06 00:00:00;2023-11-24 00:00:00;60 Gün;Trampa;Trampa;Trampa
2023/319439 ;İpek Hırdavat Demir Çelik Elektronik Taah. Tic. ve San. Ltd. Şti.;600.000 metre Ø32mm PE100 Boru Temini İş;;2023-12-11;6972000.0;;;;;1.0;;1.0;;;600000;2023-06-15 00:00:00;600000;0.0;;;Mal Alımı;Açık İhale;9608175;2023-05-02 00:00:00;2023-06-15 00:00:00;180 Gün;17305;32910;10045
2023/485965;Gül Pres Döküm Sanayi A.Ş.;CW617N Pirinç Malzemeden Mamul 3/4'' Manşon Tip Bağlantı     Parçası İşi;;2023-7-28;13440000.0;;;;;1.0;;1.0;;;32000;2023-06-19 00:00:00;32000;0.0;;;Mal Alımı;"Pazarlık Usulü
21/B";17032000;2023-05-23 00:00:00;2023-06-19 00:00:00;40 Gün;17303;32908;10043
2023/502608;Gül Pres Döküm Sanayi A.Ş.;CW617N Pirinç Malzemeden Mamul Manşon Tip Bağlantı    Parçası, Polietilen Boru Bağlantı Parçası, Sayaç Rakoru ve    Körtapa Temini İşi ;;2023-12-1;116169500.0;;;;;1.0;;1.0;;;314000;2023-08-04 00:00:00;"1- Bağlantı Parçası 1.1/4"" - 40.000 Ad.
2- Manşon Tip Bağlantı Parçası 3/4"" - 168.000 Ad.
3- Körtapa 3/4"" - 60.000 Ad.
3- Körtapa 1"" - 45.000 Ad.
4- Sayaç Rekoru 40 - 1.000 Ad.";0.0;;;Mal Alımı;Açık İhale;117928750;2023-07-03 00:00:00;2023-08-04 00:00:00;120 Gün;;;
2023/697635;Argon İnşaat Turizm Ormancılık Sanayi ve Tic. Ltd. Şti.;İstanbul İl Sınırları İçerisindeki Muhtelif Su Depolarının Antimikrobiyal PVC Membran ile Kaplanması İşi;;2023-12-26;1315000.0;;;;;1.0;;1.0;;Toplu Düzenleme: Halil (14.05.2026 16:19);1000;2023-08-16 00:00:00;1.000 m2 Antimikrobiyal PVC Membran+Montajı;0.0;;;Mal Alımı;"Pazarlık Usulü
21/F";1425333,33;2023-07-24 00:00:00;2023-08-29 00:00:00;120 Gün;;;
2023/702006;AVE Döküm San. ve Tic. Ltd. Şti.;"3/4"" Abone Su Kesme Parçası Temini İşi";;2024-6-8;14780000.0;;;;;1.0;;1.0;;Toplu Düzenleme: Halil (12.05.2026 11:40);200000;2023-10-13 00:00:00;200000;0.0;;;Mal Alımı;Açık İhale;15700000;2023-08-23 00:00:00;2023-10-13 00:00:00;240 Gün;;;
24DT477276;Öztuğ Metal Sanayi ve Dış Ticaret Limited Şirketi;CW617N Pirinç Malzemeden Mamul Muhtelif Çaplarda İç Dişli Körtapa Temini İşi;;2025-1-3;132480.0;;;;;1.0;;1.0;;Toplu Düzenleme: Halil (12.05.2026 11:53);500;2024-08-07 00:00:00;500 ad.;0.0;;;Mal Alımı;Doğrudan Temin;460160;;2024-08-07 00:00:00;150 Gün;18139;33711;30965
24DT720615;Baylan Ölçü Aletleri Sanayi ve Ticaret Anonim Şirketi;Türbinli ve Hız Ölçüm Esaslı Woltman Tipi (Flanşlı) Soğuk Su Sayacı Temini;;2024-7-20;550000.0;;;;;1.0;;1.0;;Toplu Düzenleme: Halil (12.05.2026 11:53);60;2024-06-11 00:00:00;"DN150-40 Adet
DN200-20 Adet";0.0;;;Mal Alımı;Doğrudan Temin;615029.3;-;2024-06-11 00:00:00;40 Gün;18163;33733;10903
2024/1388260;Ayden Metal Plastik Dış Ticaret Limited Şirketi;CW617N Pirinç Malzemeden Mamul Nipel Temin İşi;;2024-12-9;5242500.0;;;;;1.0;;1.0;;;7500;2024-11-05 00:00:00;7.500 Adet 1.1/4 Nipel;0.0;;;Mal Alımı;Pazarlık Usülü;5878750;2024-10-21 00:00:00;2024-11-05 00:00:00;35 Gün;;;
2024/164464;Gül Pres Döküm Sanayi A.Ş.;Çift Küreselli Vana Priz Kolye Seti Temini İşi (1.Kısım);;2024-8-22;7025000.0;;;;;1.0;;1.0;;;5000;2024-04-25 00:00:00;5000 ad.;0.0;;;Mal Alımı;Açık İhale;21531250;2024-03-19 00:00:00;2024-04-25 00:00:00;120 Gün;18059;33633;10799
2024/164464;Öztuğ Metal Sanayi ve Dış Ticaret Limited Şirketi;Çift Küreselli Vana Priz Kolye Seti Temini İşi (2.Kısım);;2024-8-21;3490000.0;;;;;1.0;;1.0;;;2000;2024-04-24 00:00:00;2000 ad.;0.0;;;Mal Alımı;Açık İhale;11882500;2024-03-19 00:00:00;2024-04-24 00:00:00;120 Gün;18055;33629;10795
2024/245876;Ayden Metal Plastik Dış Ticaret Limited Şirketi;CW617N  Pirinç  Malzemeden  Mamul  Bağlantı  Parçası,  Sayaç Rakorları, Stop Vana ve Körtapa Temini İşi (3. Kısım);;2024-10-27;875000.0;;;;;1.0;;1.0;;;5000;2024-06-10 00:00:00;"5.000 Ad. Körtapa 1.1/4""";0.0;;;Mal Alımı;Açık İhale;1225000;2024-04-15 00:00:00;2024-06-10 00:00:00;140 Gün;18162;33732;10902
2024/245876;Gül Pres Döküm Sanayi A.Ş.;CW617N  Pirinç  Malzemeden  Mamul  Bağlantı  Parçası,  Sayaç Rakorları, Stop Vana ve Körtapa Temini İşi (1. ve 2. Kısım);;2024-10-27;51380000.0;;;;;1.0;;1.0;;Toplu Düzenleme: Halil (14.05.2026 16:20);160000;2024-06-10 00:00:00;"100.000 Ad. Stop Vana 3/4""
50.000 Ad. DN20 Sayaç Rakoru
10.000 Ad. DN25 Sayaç Rakoru";0.0;;;Mal Alımı;Açık İhale;56589999,95;2024-04-15 00:00:00;2024-06-10 00:00:00;140 Gün;18168;33738;10908
2024/245876;Öztuğ Metal Sanayi ve Dış Ticaret Limited Şirketi;CW617N  Pirinç  Malzemeden  Mamul  Bağlantı  Parçası,  Sayaç Rakorları, Stop Vana ve Körtapa Temini İşi (4. Kısım);;2024-10-27;48480000.0;;;;;1.0;;1.0;;Toplu Düzenleme: Halil (14.05.2026 16:20);60000;2024-06-10 00:00:00;"60.000 Ad. Bağlantı Parçası 1.1/4""";0.0;;;Mal Alımı;Açık İhale;51559999,98;2024-04-15 00:00:00;2024-06-10 00:00:00;140 Gün;18170;33740;10910
2024/32;Baylan Ölçü Aletleri Sanayi ve Ticaret Anonim Şirketi;İdare Ambarındaki Kullanılmış DN20mm Soğuk Su Sayaçlarının, Teknik Şartnameye Uygun Yeni DN100mm, Türbinli Hız Ölçüm Esaslı Woltman Tipi (FLANŞLI) Soğuk Su Sayaçları ile Değişimi İşi;;2024-7-26;6271270.0;;;;;1.0;;1.0;;Toplu Düzenleme: Halil (12.05.2026 11:40);1000;2024-03-28 00:00:00;1.000 ad.;0.0;;;Mal Alımı;Trampa;6271270;2024-03-12 00:00:00;2024-03-29 00:00:00;120 Gün;Trampa;Trampa;Trampa
2024/524891;UGETAM A.Ş.;DN20-DN300 Anma Çaplı Soğuk Su Sayaçlarının Yükleniciye Ait Sayaç Muayene İstasyonunda Muayenelerinin Yapılarak Raporlanması İşi;;2025-7-29;22361000.0;;;;;1.0;;1.0;;;15000;2024-07-30 00:00:00;"DN20mm, DN25mm, DN40mm, DN50mm (Rakorlu) 14.600 ad.
DN50mm, DN80mm, DN100mm, DN150mm, DN200mm, DN250mm, DN300mm (Flanşlı) 400 ad.";0.0;;;Hizmet Alımı;Açık İhale;26446500;2024-06-06 00:00:00;2024-07-30 00:00:00;365 Gün;;;
2024/618443;İpek Hırdavat Demir Çelik Elektronik Taah. Tic. ve San. Ltd. Şti.;Lamel Grafitli Dökme Demir Priz Buşakle Temini İşi;;2025-1-3;28984000.0;;;;;1.0;;1.0;;Toplu Düzenleme: Halil (14.05.2026 16:21);50000;2024-08-07 00:00:00;50.000 ad.;0.0;;;Mal Alımı;Açık İhale;91321428,55;2024-06-24 00:00:00;2024-08-07 00:00:00;150 Gün;18334;33894;11074
2024/826570;Mehmet AKÇİN;100.000 Metre Ø40MM Polietilen Boru (PE100) Temini İşi;;2024-10-4;2084000.0;;;;;1.0;;1.0;;;100000;2024-09-05 00:00:00;100.000 Metre Ø40MM Polietilen Boru (PE100) ;0.0;;;Mal Alımı;Açık İhale;3271112.5;2024-07-31 00:00:00;2024-09-05 00:00:00;30 Gün;;;
2024/841744;Baylan Ölçü Aletleri Sanayi ve Ticaret Anonim Şirketi;40.000 adet DN20mm Uzun Mesafe (LoRaWAN) ile Uzaktan Okumalı, Açma-Kesme Vanalı Soğuk Su Sayacı Temini İşi;;2025-2-8;101000000.0;;;;;1.0;;1.0;;Toplu Düzenleme: Halil (12.05.2026 11:40);40000;2024-09-12 00:00:00;40.000 adet;0.0;;;Mal Alımı;Açık İhale;117400000;2024-08-08 00:00:00;2024-09-12 00:00:00;150 Gün;;;
2024/853587;Uğur Payza Döküm Metal İnşaat Sanayi ve Ticaret Anonim Şirketi;Lamel Grafitli Dökme Demir Vana Buşakle Temini İşi;;2024-12-25;12356850.0;;;;;1.0;;1.0;;Toplu Düzenleme: Halil (14.05.2026 16:21);15000;2024-09-27 00:00:00;15.000 Adet Vana Buşakle;0.0;;;Mal Alımı;Açık İhale;40071428,57;2024-08-07 00:00:00;2024-09-27 00:00:00;90 Gün;;;
2024/969904;DEO Metal San. ve Tic. A.Ş;CW617N Pirinç Malzemeden Mamul Manşon, Tip Bağlantı Parçası,Körtapa, Nipel, Nipel Redüksiyon ve Sayaç Rakoru Temini İşi (1. Kısım);;2025-3-14;218850000.0;;;;;1.0;;1.0;;;150000;2024-10-16 00:00:00;150.000 adet Manşon Tip Bağlantı Parçası 3/4;0.0;;;Mal Alımı;Açık İhale;228240000;2024-09-02 00:00:00;2024-10-16 00:00:00;150 Gün;18465;34017;11205
2024/969904;Gül Pres Döküm Sanayi A.Ş.;CW617N Pirinç Malzemeden Mamul Manşon, Tip Bağlantı Parçası,Körtapa, Nipel, Nipel Redüksiyon ve Sayaç Rakoru Temini İşi (2. Kısım);;2025-3-15;8312500.0;;;;;1.0;;1.0;;;35000;2024-10-17 00:00:00;35.000 Adet Körtapa;0.0;;;Mal Alımı;Açık İhale;8442000;2024-09-02 00:00:00;2024-10-17 00:00:00;150 Gün;18450;34003;11190
2024/969904;Öztuğ Metal Sanayi ve Dış Ticaret Limited Şirketi;CW617N Pirinç Malzemeden Mamul Manşon, Tip Bağlantı Parçası,Körtapa, Nipel, Nipel Redüksiyon ve Sayaç Rakoru Temini İşi (4. Kısım);;2025-3-14;2590000.0;;;;;1.0;;1.0;;;2000;2024-10-16 00:00:00;2.000 adet Sayaç Rakoru;0.0;;;Mal Alımı;Açık İhale;2868000;2024-09-02 00:00:00;2024-10-16 00:00:00;150 Gün;18464;34016;11204
2025/403895;Hamidiye Kaynak Suları San.Turizm Ve Tic.A.Ş.;2025 Yılı İstanbul İli Sınırları İçerisinde 90 Gün Süre İle Tankerle İçmesuyu Taşıma ve Dağıtım İşi;;2025-6-24;16945200.0;;;;;1.0;;1.0;;;;2025-03-27 00:00:00;İçme suyu taşımacılığı  yapacak tankerlerin ekibi ve ekipmanı ile birlikte günlük bedeli su tankeri aracı ekibinin fazla çalıştırılması;0.0;;;Hizmet Alımı;Açık İhale;21528429.3;2025-03-19 00:00:00;2025-03-27 00:00:00;90 Gün;-;-;-
22DT1122080;Avras Mühendislik İş Sağlığı ve Güvenliği Teknik Kontrol ve Ölçüm Hizmetleri Ltd.Şti.;Abone İşleri Dairesi Başkanlıklarına Bağlı Şube Müdürlüklerinin Mekanik, Elektrik Tesisatlarının, Yangın Algılama ve Söndürme Ekipmanlarının Periyodik Muayene ve Bakımı;;2022-12-17;47950.0;;;;;1.0;;1.0;;Toplu Düzenleme: Halil (14.05.2026 12:01);;2022-11-08 00:00:00;;0.0;;;Hizmet Alımı;"Doğrudan Temin
22/D";118188.33;2022-10-28 00:00:00;2022-11-08 00:00:00;40 Gün;16776;32397;9516
22DT1214412;Şekeroğulları Toptan İnş. Hırdavat Gıda Satışı Ve Taah. İşleri - Ramazan ÖZDEMİR;DN25mm Hız Esaslı R100 Soğuk Su Sayacı Temini İşi (250 Ad.);;2022-12-10;183000.0;;;;;1.0;;1.0;;;250;2022-11-21 00:00:00;250;0.0;;;Mal Alımı;"Doğrudan Temin
22/D";205833.33;2022-11-16 00:00:00;2022-11-21 00:00:00;20 Gün;16795;32414;9535
22DT851564;Tarfer Makina Sanayi ve Ticaret Limited Şirketi;2022 Yılı Basınç Kırıcı (Düşürücü) Kontrol Vanalarının Periyodik Bakımı, Onarımı Yedek Parça Temini ve Montajı İşi;;2024-10-9;6830400.0;;;;;1.0;;1.0;;Toplu Düzenleme: Halil (12.05.2026 11:42);;2022-09-30 00:00:00;"176 BKV Bakım-Onarım
63 ad. Yedek Parça";0.0;;;Hizmet Alımı;"Doğrudan Temin
22/B";9800800;2022-09-13 00:00:00;2022-10-11 00:00:00;730 Gün;16755;32376;9495
23DT1339931;Matsaş Dijital Ofset ve Reklamcılık San. Tic. A.Ş.;Abone İşleri Dairesi Başkanlıklarına Bağlı Şube Müdürlükleri Dış Yönlendirme ve Tanımlama Tabelaları Alımı, Montaj ve Onarımları İşi;;2024-3-22;400000.0;;;;;1.0;;1.0;;;;2024-01-23 00:00:00;;0.0;;;Mal Alımı;"Doğrudan Temin
22/B";423687.33;;2024-01-23 00:00:00;60 Gün;;;
23DT164230;Pişkin Makine San. ve Tic. Ltd. Şti.;Deprem Bölgesi Hatay İlimizin Muhtelif Cadde ve Sokaklarında Bulunan İçme Suyu Şebeke Hatlarında Yapılan Bakım Onarım İşleri Kapsamında Kullanılmak Üzere Muhtelif Çaplarda Kaplin Bağlantı ve Kör Tapa Seti Alımı İşi;;2023-2-27;50260.0;;;;;1.0;;1.0;"23DT164230
- 2023/0055";Toplu Düzenleme: Halil (12.05.2026 11:55);9100;2023-02-23 00:00:00;"Ø25mm Kaplin Bağlantı + 
Körtapa Set: 1.500 Ad.
Ø32mm Kaplin Bağlantı + 
Körtapa Set: 5.800 Ad.
Ø40mm Kaplin Bağlantı + 
Körtapa Set: 1.800 Ad.";0.0;;;Mal Alımı;"Doğrudan Temin
22/D";78591.67;2023-02-17 00:00:00;2023-02-23 00:00:00;5 Gün;17002;32613;9742
23DT164680;Bortek Boru ve Tesisat Teknolojileri Dış Tic.Ltd.Şti.;Deprem Bölgesi Hatay İlimizin Muhtelif Cadde ve Sokaklarında Bulunan İçmesuyu Şebeke Hatlarında Yapılan Bakım Onarım İşleri Kapsamında Kullanılmak Üzere Muhtelif Çaplarda Kolay Tamir Kelepçesi Alımı İşi;;2023-2-26;252000.0;;;;;1.0;;1.0;"23DT164680
- 2023/0057";Toplu Düzenleme: Halil (12.05.2026 11:55);250;2023-02-22 00:00:00;"Ø125mm 30cm Çelik Kolay Tamir Parçası : 200 Ad.
Ø125mm 40cm Çelik Kolay Tamir Parçası: 50 Ad.";0.0;;;Mal Alımı;"Doğrudan Temin
22/D";255166.67;2023-02-17 00:00:00;2023-02-22 00:00:00;5 Gün;17001;32612;9741
23DT207104;Hürmet Yapı Tic. Ltd. Şti.;Deprem Bölgelerinde Bulunan İçme suyu Hatlarında Yapılacak Bakım-Onarım İşleri Kapsamında Kullanılmak Üzere Muhtelif Çap ve Evsafta Sıhhi Tesisat Malzemesi Temini İşi;;2023-3-12;397853.2;;;;;1.0;;1.0;"23DT207104
- 2023/0071";Toplu Düzenleme: Halil (12.05.2026 11:56);;2023-03-08 00:00:00;46 kalem sıhhi tesisat malzemesi;0.0;;;Mal Alımı;"Doğrudan Temin
22/D";468894.37;2023-03-01 00:00:00;2023-03-08 00:00:00;5 Gün;;;
23DT418761;Hürmet Yapı Tic. Ltd. Şti.;Depremden Etkilenen Bölgelerde Bulunan İçme Suyu ve Atıksu Hatlarında Yapılacak Bakım-Onarım İşleri Kapsamında Kullanılmak Üzere Muhtelif Çap ve Evsafta Sıhhi Tesisat Malzemesi Temin Edilmesi;;2023-5-15;302969.75;;;;;1.0;;1.0;;;;2023-05-09 00:00:00;64 Kalem Tesisat Malzemesi;0.0;;;Mal Alımı;"Doğrudan Temin
22/D";373414.8;2023-04-28 00:00:00;2023-05-09 00:00:00;7 Gün;;;
24DT1335682;AVE Döküm San. ve Tic. Ltd. Şti.;DN300mm Kolay Tamir Parçası Temini İşi;;2024-11-14;524250.0;;;;;1.0;;1.0;"24DT1335682
- 2024/0396";Toplu Düzenleme: Halil (12.05.2026 11:56);90;2024-10-16 00:00:00;90 adet;0.0;;;Mal Alımı;Doğrudan Temin;524604.9;;2024-10-16 00:00:00;30 Gün;18427;33982;11167
24DT1336228;Tarfer Makina Sanayi ve Ticaret Limited Şirketi;2024 Yılı Basınç Kırıcı (Düşürücü) Kontrol Vanalarının Periyodik Bakımı, Onarımı Yedek Parça Temini Montajı;;2025-10-17;7531214.0;;;;;1.0;;1.0;;Toplu Düzenleme: Halil (12.05.2026 11:42);;2024-10-18 00:00:00;Basınç Kırıcı (Düşürücü) Kontrol Vanalarının Periyodik Bakımı, Onarımı Yedek Parça Temini Montajı;0.0;;;Hizmet Alımı;Doğrudan Temin;10855330;;2024-10-18 00:00:00;365 Gün;;;
24DT133957;LPD Lider Pres Döküm ve Su Armatürleri - Hatice IŞIK;Perlatörlü Osmanlı Musluğu Temini İşi;;2024-3-23;210000.0;;;;;1.0;;1.0;;;550;2024-02-23 00:00:00;"Perlatörlü Osmanlı Musluğu ½”   500 Adet
Perlatörlü Osmanlı Musluğu ¾”   50 Adet";0.0;;;Mal Alımı;Doğrudan Temin;248166.67;;2024-02-23 00:00:00;30 Gün;17925;33507;10665
24DT1739353;Pamingo Perde - Tuğhan Akman;Blackout Motorlu Stor Perde Temini İşi;;2025-1-15;20000.0;;;;;1.0;;1.0;;;5;2024-12-27 00:00:00;Blackout Motorlu Stor Perde 5 ad.;0.0;;;Mal Alımı;Doğrudan Temin;34033.33;;2024-12-27 00:00:00;20 Gün;18641;34190;11381
